lat,lon,time,omega_x,omega_y,omega,pr_wtr,rhum_x,rhum_y,rhum,slp,tmp_x,tmp_y,tmp,uwnd_x,uwnd_y,uwnd,vwnd_x,vwnd_y,vwnd,rain
30,72.5,7/2/2016,0.02275,-0.021750001,-0.088,56.625,20.5,69,47.5,99225,298.8,313.25,300.2,-1.0499989,1.375002,1.8750019,-6.9,-5.724999,6.05,-9999
30,72.5,7/3/2016,-0.0025,-0.03475,-0.1345,59.399998,18.25,71,54.75,99540,298.8,311.025,300.275,2.350001,2.625002,-0.87499845,-7.725,-7.725,2.05,-9999
30,72.5,7/4/2016,0.07975,-0.013,-0.073750004,53.15,5.25,39.5,54.75,99445,298.8,311.7,300.3,5.5499997,4.650001,2.525001,-6.475,-8.549999,2.5000007,-9999
30,72.5,7/5/2016,0.104499996,0.056249995,-0.0545,52.800003,11,57.75,43.75,99190,298.8,313.1,300.35,9.050001,5.9500017,4.225001,-8.6,-7.749999,2.3250017,-9999
30,72.5,7/6/2016,0.093499996,0.019749938,-0.038749997,49.300003,7.5,63.75,38.75,99285,298.8,312.075,300.4,8.65,4.925001,1.9250011,-9.275,-5.374999,3.800002,-9999
30,72.5,7/7/2016,0.0985,0.044749998,-0.05275,53.025,7.75,57,48.5,99482.5,298.8,311.95,300.475,7.525001,4.2500014,1.0000008,-8.425,-4.575,3.4,-9999
30,72.5,7/8/2016,0.06125,0.029000003,-0.0625,50.45,3,39.25,45,99320,298.8,312.775,300.5,4.975,0.65000075,1.2750015,-8.175,-6.1499996,4.5750003,-9999
30,72.5,7/9/2016,0.031,0.007749998,-0.078999996,48.525,1.25,66,42.25,99350,298.8,311.75,300.57498,5.7250004,3.8250005,0.47500074,-1.925,-5.375,4.8,-9999
30,72.5,7/10/2016,0.063,0.07349999,-0.022999998,47.25,5.75,52.75,49,99377.5,298.8,309.77502,300.6,1.875,3.0000005,1.7500019,-1.375,-3.6750002,2.9500003,-9999
30,72.5,7/11/2016,0.0625,0.0705,-0.067,44.350002,6.5,36.5,47.25,99452.5,298.8,309.725,300.625,0.97500074,0.40000075,0.47500077,3.025,-2.4499998,3.9,-9999
30,72.5,7/12/2016,0.05475,0.07,-0.08075,43.325,14.5,24.25,42.75,99605,298.8,309.84998,300.7,-1.9999985,-0.8999992,-0.6749989,1.875,-4.7,2.775,-9999
30,72.5,7/13/2016,0.05325,0.06475,-0.01725,47.1,33.75,30.5,44.25,99602.5,298.8,309.27502,300.7,-2.6749992,-0.7749985,1.0750003,3.3,-3.475,1.6,-9999
30,72.5,7/14/2016,0.057499997,0.00525,-0.082,50.199997,37.75,33,47.75,99485,298.8,311.4,300.75,-3.4749994,-1.2749989,0.7250004,1.3,-2.6750002,2.375,-9999
30,72.5,7/15/2016,0.02025,0.013250001,-0.09025,53.85,32.75,40.75,51,99492.5,298.8,311.325,300.8,3.6000004,1.7000016,2.7250004,-1.325,-2.325,3.725,-9999
30,72.5,7/16/2016,0.0095,0.014250002,-0.049999997,58.875,15,49.75,60.75,99607.5,298.8,311.17502,300.8,2.9000006,-1.0749992,1.9750015,-2.925,-4.675,4.3999996,-9999
30,72.5,7/17/2016,-0.02225,-0.0365,-0.08575,60.05,5.25,59.75,68.25,99755,298.8,309.675,300.9,5.275,2.4250011,2.0750012,-1.1750001,-4.025,3.85,-9999
30,72.5,7/18/2016,-0.011,-0.017749999,-0.048249997,59.224995,5.25,71.25,70,99880,298.8,306.675,300.9,12.425,6.550002,2.4500015,4.35,-3.225,3,-9999
30,72.5,7/19/2016,0.0585,0.0725,-0.0485,50.975,9.25,44.25,59.25,99815,298.8,306.725,300.9,12.250001,6.725001,1.8250011,4.3499994,-3.375,2.3500004,-9999
30,72.5,7/20/2016,0.0665,0.07625,-0.01125,45.725,3.75,28.5,48,99712.5,298.8,308.75,300.95,5.05,2.5250008,3.125001,-0.975,-5.7249994,2.8500013,-9999
30,72.5,7/21/2016,0.04575,0.04825,-0.04875,41.125,1.25,25.75,37.75,99595,298.8,310.4,301,2.4750004,0.60000074,3.1000013,-5.325,-6.2749996,2.9250004,-9999
30,72.5,7/22/2016,0.00525,-0.028500002,-0.07625,45.449997,2.5,27.25,46.25,99545,298.8,310.125,301,0.55000067,0.9500008,1.7000003,-7.35,-5.149998,3.125,-9999
30,72.5,7/23/2016,0.007500002,-0.00825,-0.10825,47.7,3.25,22.75,51.25,99780,298.8,309.65002,301.1,-1.3499988,-3.2249994,-0.69999886,-2.425,-3.65,4.425,-9999
30,72.5,7/24/2016,-0.048249997,-0.028749999,-0.05625,48.574997,4.25,21,57.75,100005,298.8,309.05,301.1,0.9250007,-2.1499987,0.52500075,-1.35,-4.6000004,2,-9999
30,72.5,7/25/2016,0.031999998,0.003999999,-0.0315,51.625,14.25,24.75,55.75,99885,298.8,310.19998,301.15002,0.62500113,-2.149999,1.2000016,-1.7,-5.549999,1.4,-9999
30,72.5,7/26/2016,-0.03275,-0.047500003,-0.1035,57.25,30.75,34,56.25,99877.5,298.8,310.35,301.2,2.725001,0.5500015,2.150001,-2,-5.075,3.1500008,-9999
30,72.5,7/27/2016,-0.12674999,-0.11925006,-0.09625,63.125,34.5,48.75,73.5,100032.5,298.8,307.675,301.2,-0.95,-2.8999984,-0.44999924,1.2499999,-1.7499985,5.375,-9999
30,72.5,7/28/2016,-0.0845,-0.014,-0.056,60.399998,38,46.25,72.75,100120,298.8,303.97498,301.25,2.1000013,0.075000376,-1.2999996,-0.19999987,-5.425,-0.10000008,-9999
30,72.5,7/29/2016,-0.039750002,-0.047000002,-0.09475,58.325,24.5,47.25,68,99875,298.8,305,301.3,2.3500009,0.6250007,0.25000113,-3.25,-6.3,2.175,-9999
30,72.5,7/30/2016,-0.017000003,-0.050750002,-0.07475,63.574997,14.75,55.5,72,99842.5,298.8,305.925,301.3,1.650001,-0.049999237,-1.1749992,-2.5,-5.325,3.475,-9999
30,72.5,7/31/2016,-0.027,-0.01525,-0.07475,62.05,22.5,53.25,68.75,99922.5,298.8,303.175,301.3,3,2.75,-0.14999998,-4.35,-5.5749993,1.2500012,-9999
30,72.5,8/1/2016,-0.04575,-0.013750001,-0.089,55.875,16,34.5,59.75,99625,298.8,302.9,301.375,-1.3999988,1.6250007,0.45,-5,-5.1749983,2.8250012,-9999
30,72.5,8/2/2016,-0.00375,0.032500003,-0.08475,49.925,18.25,26.5,61.75,99657.5,298.8,301.15,301.4,-0.8749996,-2.4499993,-3.0249991,-1.0250001,-5.775,1.6000011,-9999
30,72.5,8/3/2016,-0.043,-0.023750002,-0.07025,49.725,35,39.5,53,99805,298.8,301.34998,301.4,-2.4999986,-5.549999,-3.4999986,1.475,-1.9749999,1.75,-9999
30,72.5,8/4/2016,-0.014749998,0.007999999,-0.01025,51.875,35.25,46.5,47.5,99830,298.8,303.925,301.4,-4.1749988,-6.2249994,-3.7999997,2.225,-1.25,0.15000002,-9999
30,72.5,8/5/2016,-0.026999999,-0.048000004,-0.0375,52.625,33.75,44.25,45.25,99847.5,298.8,304.425,301.45,-5.1499987,-6.9999995,-3.8249998,4,-0.3749996,1.5750003,-9999
30,72.5,8/6/2016,-0.014500001,-0.04875,-0.083,50.024998,36.5,39.75,42.75,99822.5,298.8,305.34998,301.5,-4.9749985,-4.0499988,-3.0499985,-0.375,-1.45,3.0500007,-9999
30,72.5,8/7/2016,-0.028749997,-0.046,-0.09199999,54.65,37,45.25,52.75,99865,298.8,305.575,301.57498,-3.875,-2.8,-1.5499997,-1.4000001,-2.3999984,3.550001,-9999
30,72.5,8/8/2016,-0.00225,-0.009500001,-0.058500003,60.775,34.5,51.5,59.25,99880,298.8,305.9,301.65002,-3.15,-2.6999989,-1.7999989,-1.95,-6.2,1.6750011,-9999
30,72.5,8/9/2016,0.011500003,0.020750001,-0.0575,53.300003,24.5,41,53,99665,298.8,306.3,301.7,-0.7,-2.5249984,-1.1249996,-1.7749999,-6.725,0.57500076,-9999
30,72.5,8/10/2016,0.00525,0.010250002,-0.047,48.300003,14.25,37.5,52,99757.5,298.8,305.9,301.75,-0.19999923,-2.9499989,-0.92499965,-1,-5.875,1.475,-9999
30,72.5,8/11/2016,-0.029999997,-0.049,-0.0965,48.350002,11.5,45.25,51,99987.5,298.8,306.5,301.8,3.0500011,0.025000453,-0.49999958,0.07499999,-5.5249996,1.3250008,-9999
30,72.5,8/12/2016,0.038000003,0.05625,-0.07425,43.825,7.5,45.75,44.5,100090,298.8,307.025,301.875,5.925,3.1000004,2.2500012,2.975,-4.8,1.4000003,-9999
30,72.5,8/13/2016,0.06075,0.0845,-0.0255,42.975,2,39.25,51,99910,298.8,306.325,301.9,5.45,0.6750004,2.0000012,1.0250001,-3.975,1.3500016,-9999
30,72.5,8/14/2016,-0.004,0.00675,-0.04925,43.074997,1,27.25,50.75,99737.5,298.8,306.94998,301.975,8.475,1.2250011,2.4500017,3.325,-2.8999991,2.5000014,-9999
30,72.5,8/15/2016,0.029000001,0.05475,-0.024249999,40.275,1.75,36.5,45.5,99732.5,298.8,306.67502,302,10.225002,2.0000012,2.650001,4.075,-2.8749995,2.225,-9999
30,72.5,8/16/2016,0.035749998,0.03175,-0.055499997,33.85,1.25,27.25,37,99510,298.8,307.5,302.07498,5.75,-0.9999992,1.8250008,-0.475,-3.4999988,1.7500012,-9999
30,72.5,8/17/2016,0.01175,0.001249999,-0.039499998,32,1.25,21.75,39.25,99702.5,298.8,305.475,302.1,3.8000002,-2.6499996,-0.37499848,2.475,-1.8499999,2.125,-9999
30,72.5,8/18/2016,0.03975,0.035,-0.02225,37.975,9,32.75,43,99935,298.8,304.325,302.15002,4.0750017,-2.5249996,0.17500076,5.2749996,1.3499999,0.425,-9999
30,72.5,8/19/2016,-0.0065,0.036250003,-0.03375,40.425,29.5,55,30.5,99822.5,298.8,304.1,302.17502,3.7000008,-1.9499989,0.77500117,5.7749996,1.0749999,-0.07499997,-9999
30,72.5,8/20/2016,0.0185,-0.007999999,-0.074750006,41.575,28.25,63.5,27.75,99895,298.8,305.375,302.2,1.9250015,-2.6749992,-3.0499978,1.05,-2.1999996,0.9500004,-9999
30,72.5,8/21/2016,-0.018500002,-0.006750001,-0.11350001,45.225,30.25,55.5,38.5,99972.5,298.8,305.325,302.2,1.0250003,-6.2749987,-3.9999995,3.9250002,-4.25,-0.62499887,-9999
30,72.5,8/22/2016,0.006249939,0.00575,-0.0845,45.675003,27,52.5,42.75,100122.5,298.8,305.425,302.2,5.3000007,-2.8999991,-3.3249998,2.6000001,-1.4,0.12500113,-9999
30,72.5,8/23/2016,-0.03175,0.006999999,-0.05475,47.750004,27.75,52.75,42.75,100160,298.8,304.84998,302.2,2.025001,-4.9249983,-2.2999997,3.3,-1.075,0.20000002,-9999
30,72.5,8/24/2016,-0.08725001,-0.074750066,-0.07875,53.85,49.5,64.5,49.5,100177.5,298.8,304.125,302.275,1.8000004,-5.5249996,-3.3749986,5.2,-1.0250001,0.85,-9999
30,72.5,8/25/2016,-0.0865,-0.082,-0.063,60.6,54.25,65.5,59.5,100317.5,298.8,302.75,302.275,1.85,-4.6499987,-2.5749998,5.5750003,0.3250007,2.0750017,-9999
30,72.5,8/26/2016,-0.0335,-0.02725,-0.07125,56.4,40,52.5,57.25,100397.5,298.8,301.77502,302.2,1.1500001,-3.1499987,-2.2749987,2.75,-0.54999924,1.45,-9999
30,72.5,8/27/2016,-0.114999995,-0.033749998,0.0195,52.775,43.5,51,55.5,100560,298.8,300.92502,302.2,1.7,-2.8999984,-2.4249983,4.3,-0.52500004,2.35,-9999
30,72.5,8/28/2016,-0.09775,-0.08425006,-0.03175,48.475002,50.5,45.25,51.5,100575,298.8,300.90002,302.1,3.375,-4.0999994,-2.899998,4.1749997,-1.15,0.47500077,-9999
30,72.5,8/29/2016,-0.03525,-0.04675,-0.07275,48.45,50.75,46.75,52.5,100290,298.8,302.175,302.1,9.475001,-0.9749989,-1.2999985,4.1499996,-1.0250001,1.25,-9999
30,72.5,8/30/2016,-0.069000006,-0.060999997,-0.109,44.65,16.75,43,51.25,100135,298.8,301.475,302.1,10.400001,1,-1.25,4.9750004,-1.775,0.9750004,-9999
30,72.5,8/31/2016,-0.0495,-0.005250001,-0.081250004,40.025,3.5,33,44.75,100190,298.8,300.84998,302.05,11.925001,2.3500009,-1.5749989,9.725,0.20000002,0.65,-9999
30,72.5,9/1/2016,-0.088750005,-0.040749997,-0.0605,37.55,13.5,30.25,42,100160,298.8,299.875,302,12.450001,0.8000008,0.45000154,11.650001,0,1.0250001,-9999
30,72.5,9/2/2016,0.08675,0.11525,0.04925,35.4,5.25,23,40.75,100065,298.8,300.7,301.9,13.550001,2.0000014,2.3250008,3.725,-0.3000002,0.475,-9999
30,72.5,9/3/2016,0.0655,0.03675,-0.051250003,33.35,1.5,13.25,37,99922.5,298.8,303.2,301.9,8.450001,1.5250008,3.2250006,-3.4499998,-4.475,2.025,-9999
30,72.5,9/4/2016,0.05675,0.026750002,-0.057499997,33.525,1.5,19.5,35,100077.5,298.8,304.27502,301.9,4.5250006,0.70000124,3.2000008,-2.075,-4.95,2.4250016,-9999
30,72.5,9/5/2016,0.030749999,0.069749996,-0.02725,34.55,2.25,18.25,43,100165,298.8,304.675,301.95,3.975001,0.40000078,2.5250008,0.425,-4.0499997,2.175,-9999
30,72.5,9/6/2016,0.00175,0.02025,-0.021249998,33.975,2,14.5,41.75,100215,298.8,303.6,302,5.175001,1.6500012,1.6500012,-0.024999999,-2.775,1.825,-9999
30,72.5,9/7/2016,0.030750003,0.066250004,-0.03625,34.275,0.5,13.25,45,100215,298.8,304.675,302,4.5250006,0.7750011,1.6750016,-2.175,-6.125,2.6,-9999
30,72.5,9/8/2016,0.029000001,0.044999998,-0.02425,34.375,0.75,16,44.5,100345,298.8,303.8,302,4.825001,-0.12499884,1.6000009,0.425,-4.15,2.225,-9999
30,72.5,9/9/2016,0.02925,0.03725,-0.017749999,33.2,1,18,42,100397.5,298.8,304.45,302,6.8750005,0.47500154,1.9000007,0.575,-3.4499998,2.9000006,-9999
30,72.5,9/10/2016,-0.003250001,0.022750001,-0.014,32.75,0.25,17.5,41.75,100240,298.8,304.85,302.05,8.150001,-0.37499925,2.4000003,0.15,-3.6499994,3.025,-9999
30,72.5,9/11/2016,-0.00575,-0.0055,-0.03175,35,0.75,34.25,45.5,100212.5,298.8,304.7,302.1,9.425,0.22500075,1.9500006,1.2,-3.9499996,2.2250016,-9999
30,72.5,9/12/2016,0.0195,0.054,-0.017749999,37.225002,1.25,45.75,50,100310,298.8,304.22498,302.1,10.075,0.6500011,1.7500012,0.07500002,-2.275,2.7500012,-9999
30,72.5,9/13/2016,0.00075,0.000250001,-0.05175,36.275,3,37.5,47,100480,298.8,303.375,302.1,8.350001,-1.2749993,0.72500074,1.5999999,-1.9,2.35,-9999
30,72.5,9/14/2016,-0.012250001,0.012999998,-0.03925,35.85,0,29,48.25,100607.5,298.8,303.6,302.1,10.65,-1.125,0.32500038,3.625,-1.4000001,1.0749999,-9999
30,72.5,9/15/2016,0.060000002,0.074999996,0.022000002,31.824999,0.5,15,42,100482.5,298.8,303.275,302.1,9.475,-0.19999963,1.1500008,1.95,-1.7499993,-0.4999985,-9999
30,72.5,9/16/2016,0.0595,0.111999944,0.030749999,27.925,0.75,8.75,36.5,100407.5,298.8,302.975,302.1,8.125,0.6500011,2.600001,-1.5,-4.2999988,-0.4,-9999
30,72.5,9/17/2016,0.092,0.1065,-0.0135,26.2,0,10.75,29,100217.5,298.8,303.65002,302.1,5.3,-0.24999845,2.7500007,-2.975,-5.3,0.85,-9999
30,72.5,9/18/2016,-0.010749999,0.012750001,-0.049999997,26.824999,0,12.5,27.25,100342.5,298.8,304,302.1,2.1500013,-0.6249996,2.1250014,-0.5749999,-4.174999,0.45000076,-9999
30,72.5,9/19/2016,0.0335,0.0365,-0.051999997,27.775,0,17,25,100250,298.8,304.35,302.1,1.7750027,-1.1249985,2.3500004,-0.14999998,-4.75,-0.2999993,-9999
30,72.5,9/20/2016,0.02975,0.026499998,-0.02,25.025,0,15.5,22.75,100167.5,298.8,303.8,302.1,4.7500005,-0.04999885,2.0500007,-2.675,-4.9750004,-0.14999887,-9999
30,72.5,9/21/2016,0.0035,0.01275,-0.026999999,28.125,2.75,14.5,28.75,100297.5,298.8,304.025,302.1,7.5250006,-0.99999964,0.22500153,-0.70000005,-3.5749998,1.2000011,-9999
30,72.5,9/22/2016,0.038,0.04425,-0.07625,36.875,7.25,36,40,100520,298.8,304.775,302.1,9.724999,0.4000011,1.7750012,-5.2250004,-6.9499993,0.725,-9999
30,72.5,9/23/2016,0.095750004,0.049,-0.018749997,37.925003,4.25,51.25,42.75,100352.5,298.8,304.375,302.1,6.600002,3.1000004,1.7500011,-7.2,-6.075,0.12500077,-9999
30,72.5,9/24/2016,0.1515,0.0955,-0.02025,35.175,5.75,19.75,44,100182.5,298.8,303.75,302.1,1.6000007,-0.47499883,0.60000116,-9.175,-5.6249995,0.72500074,-9999
30,72.5,9/25/2016,0.19475001,0.1065,-0.010749999,32.7,1.25,13.5,46,100342.5,298.8,303.125,302.1,5.500002,-0.024998475,0.5000012,-13.6,-6.999998,0.17500077,-9999
30,72.5,9/26/2016,0.14275,0.09375,0.0115,33.575,0.75,12,46.5,100447.5,298.8,303.9,302.1,12.200001,3.5000012,2.2500007,-8.650001,-7.525,0.825,-9999
30,72.5,9/27/2016,0.105000004,0.04,-0.06275,32.1,0,14.25,43.5,100447.5,298.8,304.175,302.125,8.2,2.325,3.0250013,-8.25,-7.375,1.575,-9999
30,72.5,9/28/2016,0.103250004,0.064499944,-0.0735,28.15,0.25,6.5,38.75,100330,298.8,303.45,302.125,5.625,1.8000008,2.3000011,-10.5,-5.3500004,2.2250004,-9999
30,72.5,9/29/2016,0.12075,0.065,-0.085,29.900002,0.25,10.25,37.75,100357.5,298.8,303.775,302.125,2.5499997,-0.3749981,0.90000075,-10.950001,-6.524999,1.2249999,-9999
30,72.5,9/30/2016,0.1015,0.058749996,-0.03875,30.825,0,9.5,38,100387.5,298.8,303.425,302.125,1.9750004,-2.8249989,0.5250015,-5.25,-4.6000004,0.9,-9999
30,72.5,10/1/2016,0.033250004,0.039,-0.03025,30.825,0.75,16.75,41.75,100587.5,298.8,303.27502,302.1,-0.14999998,-2.4499986,0.45000076,1.7,0.25000036,0.6250007,-9999
30,72.5,10/2/2016,0.03975,0.0335,0.011249999,34.425003,11.25,37.25,41.5,100770,298.8,303.65002,302.1,5.5,-1.1249982,-0.47499886,3.2250001,-0.675,1.3500011,-9999
30,72.5,10/3/2016,-0.00125,0.0325,-0.023000002,36.275,5.25,36.5,43.5,100585,298.8,303.5,302.1,10.725,0.32500032,0.47500038,2.55,-1.9249996,0.37500077,-9999
30,72.5,10/4/2016,0.046249997,0.021750001,-0.001500001,38.175,10,38,49.75,100405,298.8,303.925,302.1,11.15,0.45000118,0.22500001,3.1999998,-0.35000002,0.050001502,-9999
30,72.5,10/5/2016,0.00225,0.024499876,0.03125,33.925,1,35,44,100345,298.8,304,302.15002,11.325,-0.8,-0.07499924,2.75,-1.9499984,-0.62499845,-9999
30,72.5,10/6/2016,0.07125,0.06025,0.006,28.399998,0.25,24.25,37.75,100555,298.8,302.875,302.125,14.200001,2.1000004,1.1500024,1.875,-2.0999997,0.4,-9999
30,72.5,10/7/2016,0.06125,0.051749997,-0.015,26.275002,7,15.25,35,100625,298.8,302.75,302.1,17.050001,3.6000009,1.9750016,2.475,-2.875,-0.62499994,-9999
30,72.5,10/8/2016,0.0315,0.03225,-0.06275,27.650002,5.75,31.5,31.5,100562.5,298.8,301.925,302.1,20.4,3.2250013,3.4000008,3.4999998,-2.6750002,-0.52500004,-9999
30,72.5,10/9/2016,0.074,0.04375,-0.046749998,25.050001,5.25,36.5,29.25,100437.5,298.8,300.875,302.1,18.85,5.0750012,3.0250006,-0.52500004,-1.25,-0.20000002,-9999
30,72.5,10/10/2016,0.1805,0.11974993,0.037,19.45,8.25,17,25,100532.5,298.8,299.45,302.1,14.775001,2.4750006,1.6000011,-5.925,-2.75,0.049999997,-9999
30,72.5,10/11/2016,0.1755,0.065,0.038000003,16.525,2.75,4.75,23.5,100590,298.8,298.175,302.1,14.125,3.4250011,1.7250004,-5.25,-1.7750001,-0.92499924,-9999
30,72.5,10/12/2016,0.12725,0.0465,-0.027,14.075001,4,17.5,14.75,100502.5,298.8,296.65,302.05,21.125,3.2500002,3.2250009,-1.6500001,-2.675,0.9500011,-9999
30,72.5,10/13/2016,0.1235,0.004000001,-0.07225,15.5,5,11.75,17,100690,298.8,296.40002,302,16.725,0.5250019,3.2250006,-4.725,-2.8249998,0.60000116,-9999
30,72.5,10/14/2016,0.083,0.050000004,-0.03325,16.75,5.25,8.5,22.5,100842.5,298.8,296.02502,302,16.975,-0.64999926,1.7250015,-0.050000012,-0.925,0.05000038,-9999
30,72.5,10/15/2016,0.081,0.03625,-0.010999999,16.724998,1,4.25,26.5,100960,298.8,296.425,301.92502,16.525002,1.0000012,3.375001,-2.25,-2.25,0.2000012,-9999
30,72.5,10/16/2016,0.069,0.01475,0.01325,17.825,1.5,4.5,28.5,100982.5,298.8,297.225,301.9,21.150002,2.0000012,2.6500018,-3.3999999,-2.35,0.7000012,-9999
30,72.5,10/17/2016,0.16725,0.0765,0.01825,17.150002,5.75,8,24.5,100895,298.8,296.55002,301.9,22.675001,3.4,3.4250016,-8.3,-4.325,0.12500039,-9999
30,72.5,10/18/2016,0.20175001,0.027749998,-0.01825,17.6,6.5,13.25,21.25,100755,298.8,296.45,301.84998,23.875,5.0250006,3.4000015,-10.65,-3.225,0.60000074,-9999
30,72.5,10/19/2016,0.12175,-0.054000184,-0.066,19.425,6,19.5,24.5,100615,298.8,296.75,301.8,20.125,6.0750017,2.1000013,-8.7,-2.374999,1.7250016,-9999
30,72.5,10/20/2016,0.11175001,-0.015749998,-0.048,21.25,7.5,19,29.25,100505,298.8,297.2,301.8,27.9,7.0750012,3.2000008,-5.3250003,-4.1499996,1.8000015,-9999
30,72.5,10/21/2016,0.17199999,0.05625,-0.00775,18.7,9.75,10.5,25.5,100665,298.8,296.47498,301.775,24.45,6.9000006,1.8250004,-7.825,-3.7999997,0.5250008,-9999
30,72.5,10/22/2016,0.17375,0.0845,-0.026500002,18.05,13,5.75,29.25,100837.5,298.8,294.775,301.7,23.95,6.6499996,1.3750012,-5.55,-2.7999992,-0.7999996,-9999
30,72.5,10/23/2016,0.135,0.056250002,0.006250002,17.075,14.25,11,26.75,100832.5,298.8,294.47498,301.7,26.150002,8.075001,2.5749998,-2.3999996,-3.6,-1.4750001,-9999
30,72.5,10/24/2016,0.0035,-0.055749997,-0.0845,16.525,9,23.75,20.25,100622.5,298.8,294.375,301.625,31.2,7.950001,3.525001,1.2,-1.1500001,0.40000075,-9999
30,72.5,10/25/2016,0.25375,0.1155,0.02975,14.4,4,10.25,21.25,100762.5,298.8,294.075,301.6,26.325,5.000001,2.8000007,-6.35,-3.575,0.17500074,-9999
30,72.5,10/26/2016,0.318,0.12499999,0.013750001,12.15,1,3,19.75,101077.5,298.8,293.225,301.575,26.175,6.5750017,3.8500016,-14.849999,-4.924999,-0.3999985,-9999
30,72.5,10/27/2016,0.1935,0.074499935,0.04925,12.049999,7.25,4.75,20.75,101445,298.8,292.72498,301.5,20.45,6.200001,3.3000019,-11.875,-4.725,-0.8999997,-9999
30,72.5,10/28/2016,0.033999998,0.00425,0.063999996,11.175,3.25,10.25,14.5,101100,298.8,293.425,301.475,19.875,5.900001,4.4750023,-6.125,-2.8,-1.3999991,-9999
30,72.5,10/29/2016,0.18724999,0.09149988,-0.03425,12,15.25,8.75,17,101147.5,298.8,293.42502,301.4,13.475,2.175002,1.5000012,-11.5,-3.15,0.45000193,-9999
30,72.5,10/30/2016,-0.0175,-0.062250063,-0.060500003,14.1,22.5,11,20.5,101397.5,298.8,293,301.4,12.725,3.1500022,0.22500114,1,0.57500005,-0.27499998,-9999
30,72.5,10/31/2016,0.11175001,0.0535,-0.04025,14.5,2.75,24.5,20.5,101627.5,298.8,292.825,301.3,13.275,3.0500007,1.5750008,-5.825,-3.525,-1.1499996,-9999
30,72.5,11/1/2016,0.095249996,0.06525,0.0255,16.325,11,18.25,22.5,101537.5,298.8,292.15,301.3,13,1.8000015,2.2750015,-6.4750004,-4.324999,-1.4999988,-9999
30,72.5,11/2/2016,0.08075,0.030000001,0.028500002,17.075,4.75,18.75,26.75,101540,298.8,293,301.2,9.825,0.7500008,1.1750011,-2.3249998,-0.7749992,-1.1499996,-9999
30,72.5,11/3/2016,0.045000006,-0.0035,-0.028,18.35,22,16,28.25,101580,298.8,293.34998,301.2,12.6,3.9250011,0.6500007,-6.4,-1.425,-1.9499999,-9999
30,72.5,11/4/2016,0.010999999,-0.001999999,-0.036,23.45,8.75,34,41.75,101217.5,298.8,293.35,301.15,16.625002,5.6000004,1.3250012,-4.25,-3.1749992,-1.5499989,-9999
30,72.5,11/5/2016,0.21550001,0.08875,0.043,16.325,4.75,6.5,36,101062.5,298.8,293.05,301.1,23.350002,9.375002,3.3750007,-11.4,-6.1,-1.7749988,-9999
30,72.5,11/6/2016,0.21849999,0.04975,0.002249999,13.425,3.75,5.75,26.25,101080,298.8,292.65,301.075,29.975,10.050001,5.0500007,-14.674999,-5.8,-1.1749992,-9999
30,72.5,11/7/2016,0.40474993,0.25624993,0.098000005,10.475,7.75,4.25,16,101320,298.8,291.2,301,27.050001,11.075002,3.9000003,-17.199999,-9.775,-2.2499995,-9999
30,72.5,11/8/2016,0.19225001,0.1395,0.017,9.475,8.5,6.5,12.75,101307.5,298.8,290.175,300.975,28.525,10.650002,5.8750005,-5.2,-5.475,-2.7749996,-9999
30,72.5,11/9/2016,0.10874999,0.052,-0.0165,10.075001,15.75,4.75,17.75,101345,298.8,290.1,300.9,30.725,12.500002,4.5750017,1.0500001,-3,-2.0999985,-9999
30,72.5,11/10/2016,-0.030749997,-0.006500002,-0.003,11.825001,18,10,19.75,101260,298.8,290.275,300.82498,31.525002,10.925001,2.0500007,9.724999,1.3249999,-0.6499996,-9999
30,72.5,11/11/2016,-0.17725,-0.154,-0.076749995,13.225,3.5,15.5,23.25,101195,298.8,290.325,300.8,32.550003,10.075002,0.22500151,14.35,4.6749997,1.075,-9999
30,72.5,11/12/2016,0.08075,0.021000002,-0.027749998,15.525,8.5,10.75,31.5,101482.5,298.8,291.375,300.725,22.000002,5.800001,-0.12499815,2.0000002,-1.425,-2.0999994,-9999
30,72.5,11/13/2016,0.1265,0.12174988,0.08175,14.125,2.25,5,27,101742.5,298.8,290.875,300.7,12.425,2.8000011,-0.44999847,-0.25,-2.975,-2.2,-9999
30,72.5,11/14/2016,0.12225,0.100999996,0.00325,11.25,1.5,2,24.75,101650,298.8,288.72498,300.6,10.85,5.1500015,1.1750011,-6.4,-3.4499984,-1.0749989,-9999
30,72.5,11/15/2016,0.15125,0.08150001,0.03775,9.700001,23.25,8.25,21,101590,298.8,287.85,300.575,16.475,6.9000015,1.4000003,-7.825,-4.675,0.32500112,-9999
30,72.5,11/16/2016,0.1895,0.11425,0.0295,9.3,18,8.25,19.5,101767.5,298.8,286.75,300.5,14.25,6.1500015,1.4500004,-9.825,-4.7749996,-0.32499924,-9999
30,72.5,11/17/2016,0.18825,0.1395,0.075,10.125,8.25,9.25,16.5,101692.5,298.8,286.375,300.4,13.525,7.125001,2.625001,-5.225,-4.875,-2.05,-9999
30,72.5,11/18/2016,0.127,0.07974994,0.07375,11.65,9.75,9.5,21.25,101377.5,298.8,287.25,300.375,12.975,9.750001,4.925,-5.625,-4.5249996,-1.5749999,-9999
30,72.5,11/19/2016,0.11474999,0.08,0.042499997,12.925,20.75,9,23.25,101095,298.8,288.675,300.3,12.9,7.300001,4.225001,-3.6250002,-4.225,-0.54999995,-9999
